Time for Cap.1 (min);Ratio 350 nm / 330 nm for Cap.1 ;Time for Cap.1 (min);350 nm for Cap.1 ;Time for Cap.1 (min);330 nm for Cap.1 ;Time for Cap.2 (min);Ratio 350 nm / 330 nm for Cap.2 ;Time for Cap.2 (min);350 nm for Cap.2 ;Time for Cap.2 (min);330 nm for Cap.2 ;Time for Cap.3 (min);Ratio 350 nm / 330 nm for Cap.3 ;Time for Cap.3 (min);350 nm for Cap.3 ;Time for Cap.3 (min);330 nm for Cap.3 ;Time for Cap.4 (min);Ratio 350 nm / 330 nm for Cap.4 ;Time for Cap.4 (min);350 nm for Cap.4 ;Time for Cap.4 (min);330 nm for Cap.4 ;Time for Cap.5 (min);Ratio 350 nm / 330 nm for Cap.5 ;Time for Cap.5 (min);350 nm for Cap.5 ;Time for Cap.5 (min);330 nm for Cap.5 ;Time for Cap.6 (min);Ratio 350 nm / 330 nm for Cap.6 ;Time for Cap.6 (min);350 nm for Cap.6 ;Time for Cap.6 (min);330 nm for Cap.6 ;Time for Cap.7 (min);Ratio 350 nm / 330 nm for Cap.7 ;Time for Cap.7 (min);350 nm for Cap.7 ;Time for Cap.7 (min);330 nm for Cap.7 
650.6688;0.2585202;650.6688;933.075;650.6688;3609.292;650.6688;0.2572595;650.6688;478.0125;650.6688;1858.095;650.6688;0.278989;650.6688;103.0725;650.6688;369.45;650.6688;1.557009;650.6688;5798.542;650.6688;3724.155;650.6521;1.081903;650.6521;4605.66;650.6521;4257;650.6521;1.021032;650.6521;3675.6;650.6521;3599.887;650.6521;1.420434;650.6521;3744.405;650.6521;2636.1
651.3187;0.2586243;651.3187;930.96;651.3187;3599.663;651.3187;0.257261;651.3187;477.315;651.3187;1855.373;651.3354;0.2725059;651.3354;100.7325;651.3354;369.6525;651.3354;1.5592;651.3354;5799.51;651.3354;3719.542;651.3354;1.083816;651.3354;4607.685;651.3354;4251.353;651.3521;1.018335;651.3521;3666.6;651.3521;3600.585;651.3521;1.422686;651.3521;3745.35;651.3521;2632.59
660.6688;0.2582764;660.6688;933.3225;660.6688;3613.657;660.6688;0.2573838;660.6688;478.035;660.6688;1857.285;660.6688;0.2740326;660.6688;101.34;660.6688;369.81;660.6688;1.554717;660.6688;5789.272;660.6688;3723.683;660.6688;1.082635;660.6688;4617.18;660.6688;4264.763;660.6688;1.020816;660.6688;3677.692;660.6688;3602.7;660.6521;1.421188;660.6521;3778.785;660.6521;2658.893
661.3187;0.2584139;661.3187;931.5225;661.3187;3604.77;661.3187;0.2578406;661.3187;478.9125;661.3187;1857.397;661.3354;0.2686622;661.3354;99.765;661.3354;371.34;661.3354;1.555634;661.3354;5793.143;661.3354;3723.975;661.3521;1.081417;661.3521;4612.545;661.3521;4265.28;661.3521;1.020745;661.3521;3677.76;661.3521;3603.015;661.3521;1.420864;661.3521;3780.225;661.3521;2660.512
670.6688;0.2581537;670.6688;930.7125;670.6688;3605.265;670.6688;0.2576861;670.6688;479.385;670.6688;1860.345;670.6688;0.273524;670.6688;101.115;670.6688;369.675;670.6688;1.554398;670.6688;5792.107;670.6688;3726.27;670.6688;1.082531;670.6688;4620.172;670.6688;4267.935;670.6688;1.022558;670.6688;3691.125;670.6688;3609.698;670.6688;1.422871;670.6688;3825.36;670.6688;2688.48
671.3187;0.2590202;671.3187;933.7725;671.3187;3605.018;671.3354;0.2578788;671.3354;479.61;671.3354;1859.828;671.3354;0.2716552;671.3354;100.5525;671.3354;370.1475;671.3354;1.55565;671.3354;5795.303;671.3354;3725.325;671.3521;1.081627;671.3521;4613.76;671.3521;4265.572;671.3521;1.020911;671.3521;3690.855;671.3521;3615.255;671.3521;1.426692;671.3521;3830.625;671.3521;2684.97
680.6521;0.2571852;680.6521;929.9925;680.6521;3616.042;680.6521;0.2581366;680.6521;480.9375;680.6521;1863.113;680.6521;0.2724501;680.6521;100.5525;680.6521;369.0675;680.6521;1.558067;680.6521;5795.752;680.6521;3719.835;680.6521;1.08191;680.6521;4624.897;680.6521;4274.752;680.6521;1.021437;680.6521;3702.938;680.6521;3625.222;680.6521;1.428509;680.6521;3872.722;680.6521;2711.025
681.3187;0.2577663;681.3187;929.745;681.3187;3606.93;681.3187;0.2575631;681.3187;478.71;681.3187;1858.613;681.3187;0.2713239;681.3187;100.845;681.3187;371.6775;681.3354;1.557335;681.3354;5793.66;681.3354;3720.24;681.3354;1.08141;681.3354;4621.86;681.3354;4273.92;681.3354;1.02239;681.3354;3699.788;681.3354;3618.765;681.3521;1.427239;681.3521;3873.938;681.3521;2714.288
690.6521;0.2587677;690.6521;933.0075;690.6521;3605.58;690.6521;0.2585982;690.6521;481.4775;690.6521;1861.875;690.6521;0.2747915;690.6521;101.565;690.6521;369.6075;690.6521;1.554906;690.6521;5793.615;690.6521;3726.022;690.6521;1.080752;690.6521;4620.848;690.6521;4275.585;690.6521;1.022093;690.6521;3712.95;690.6521;3632.692;690.6521;1.428657;690.6521;3912.728;690.6521;2738.745
691.3187;0.2588809;691.3187;933.3225;691.3187;3605.22;691.3187;0.2589949;691.3187;480.87;691.3187;1856.677;691.3187;0.2758029;691.3187;101.25;691.3187;367.11;691.3354;1.555421;691.3354;5790.353;691.3354;3722.692;691.3354;1.083597;691.3354;4622.355;691.3354;4265.752;691.3354;1.023226;691.3354;3713.265;691.3354;3628.98;691.3521;1.42896;691.3521;3915.968;691.3521;2740.433
