Time for Cap.1 (min);Ratio 350 nm / 330 nm for Cap.1 ;Time for Cap.1 (min);Turbidity for Cap.1 ;Time for Cap.1 (min);Cumulant Radius for Cap.1 (nm);Time for Cap.2 (min);Ratio 350 nm / 330 nm for Cap.2 ;Time for Cap.2 (min);Turbidity for Cap.2 ;Time for Cap.2 (min);Cumulant Radius for Cap.2 (nm);Time for Cap.3 (min);Ratio 350 nm / 330 nm for Cap.3 ;Time for Cap.3 (min);Turbidity for Cap.3 ;Time for Cap.3 (min);Cumulant Radius for Cap.3 (nm);Time for Cap.4 (min);Ratio 350 nm / 330 nm for Cap.4 ;Time for Cap.4 (min);Turbidity for Cap.4 ;Time for Cap.4 (min);Cumulant Radius for Cap.4 (nm);Time for Cap.5 (min);Ratio 350 nm / 330 nm for Cap.5 ;Time for Cap.5 (min);Turbidity for Cap.5 ;Time for Cap.5 (min);Cumulant Radius for Cap.5 (nm);Time for Cap.6 (min);Ratio 350 nm / 330 nm for Cap.6 ;Time for Cap.6 (min);Turbidity for Cap.6 ;Time for Cap.6 (min);Cumulant Radius for Cap.6 (nm);Time for Cap.7 (min);Ratio 350 nm / 330 nm for Cap.7 ;Time for Cap.7 (min);Turbidity for Cap.7 ;Time for Cap.7 (min);Cumulant Radius for Cap.7 (nm)
261.302;0.2561174;261.302;83.9016;531.052;4.010741;261.3187;0.2548307;261.3187;83.86768;531.152;3.490505;261.3187;0.2710843;261.3187;81.77729;530.9687;3.586242;261.3187;1.551612;261.3187;101.4688;541.2354;1769.483;261.3354;1.080349;261.3354;89.7394;530.8687;38.26767;261.3354;0.9955087;261.3354;89.61979;531.3353;54.87136;261.3354;1.387795;261.3354;89.14676;530.7853;79.44739
270.652;0.256422;270.652;83.79144;541.052;3.903992;270.652;0.2551319;270.652;83.59105;541.152;3.804192;270.652;0.2718;270.652;81.72517;540.9687;3.556905;270.652;1.552514;270.652;101.389;551.252;1539.072;270.652;1.080687;270.652;89.5928;540.8687;38.22542;270.652;0.9987998;270.652;89.51112;541.3353;54.7836;270.652;1.38484;270.652;88.9148;540.7853;80.80274
271.302;0.2561297;271.302;83.92318;551.052;4.897074;271.3187;0.2546857;271.3187;83.51928;551.152;3.966817;271.3187;0.2693931;271.3187;81.81011;550.9687;815.6075;271.3187;1.555608;271.3187;101.4417;561.2521;1771.758;271.3354;1.081981;271.3354;89.52699;550.8687;37.72353;271.3354;0.9980223;271.3354;89.67784;551.3353;54.41528;271.3354;1.386908;271.3354;89.13932;550.7853;71.26742
280.652;0.255273;280.652;83.75629;561.0521;4.125918;280.652;0.2532705;280.652;83.46491;561.1521;3.484654;280.652;0.2711475;280.652;81.76089;560.9688;4.215115;280.652;1.550525;280.652;101.2637;571.2521;1307.987;280.652;1.08025;280.652;89.46835;560.8688;37.8763;280.652;0.9972439;280.652;89.6739;561.3354;53.21321;280.652;1.387829;280.652;88.91499;560.7854;79.74916
281.3187;0.2552256;281.3187;83.93385;571.0687;3.859262;281.3187;0.2546369;281.3187;83.60035;571.1521;3.53535;281.3187;0.2699707;281.3187;81.88546;570.9688;2.913221;281.3354;1.555699;281.3354;101.4357;581.2354;1692.471;281.3354;1.080038;281.3354;89.45896;570.8854;37.66812;281.3354;0.998408;281.3354;89.73286;571.3354;55.09555;281.352;1.383665;281.352;89.17362;570.7854;75.53851
290.652;0.2564795;290.652;83.84297;581.0521;3.84352;290.652;0.2552988;290.652;83.57204;581.1354;4.36446;290.652;0.2698067;290.652;81.81958;580.9521;3.133184;290.652;1.552013;290.652;101.2334;591.2354;1448.246;290.652;1.080655;290.652;89.46628;580.8688;38.52927;290.652;0.998404;290.652;89.67851;581.3187;54.82924;290.652;1.386196;290.652;89.01612;580.7687;90.11102
291.3187;0.2566203;291.3187;83.92535;591.0521;4.482262;291.3187;0.2548874;291.3187;83.71571;591.1354;3.534851;291.3187;0.2732649;291.3187;81.91055;590.9521;3.346156;291.3354;1.55188;291.3354;101.4405;601.2354;1522.732;291.3354;1.080588;291.3354;89.57993;590.8688;38.29737;291.3354;1.000643;291.3354;89.77593;591.3187;55.11652;291.352;1.38291;291.352;89.19843;590.7687;81.56403
300.652;0.2564341;300.652;83.87185;601.0521;4.134101;300.652;0.254329;300.652;83.56523;601.1354;4.506382;300.652;0.2696379;300.652;81.80341;600.9521;3.338927;300.652;1.550512;300.652;101.4345;611.2354;1408.769;300.652;1.079334;300.652;89.52132;600.8688;37.62299;300.652;0.9980125;300.652;89.6725;601.3187;53.30214;300.652;1.388714;300.652;88.97447;600.7687;81.16754
301.3187;0.2575686;301.3187;84.00039;611.0521;3.888542;301.3187;0.2543603;301.3187;83.52718;611.1521;3.710228;301.3187;0.2699283;301.3187;81.83466;610.9521;2.01654;301.3354;1.550547;301.3354;101.4042;621.2354;1056.189;301.3354;1.080111;301.3354;89.61903;610.8688;37.72257;301.3354;0.998448;301.3354;89.83669;611.3354;54.8345;301.352;1.388975;301.352;89.21742;610.7687;79.397
310.652;0.2563001;310.652;83.92373;621.0521;3.97988;310.652;0.2544406;310.652;83.37997;621.1521;4.266281;310.652;0.2719717;310.652;81.77697;620.9688;3.175583;310.652;1.555209;310.652;101.3259;631.2354;1281.784;310.652;1.080356;310.652;89.42735;620.8688;38.01085;310.652;0.9970225;310.652;89.75698;621.3354;54.22906;310.652;1.388996;310.652;89.01703;620.7854;80.34473
311.3187;0.2574282;311.3187;84.00141;631.0521;4.011553;311.3187;0.2556328;311.3187;83.32517;631.1521;4.179855;311.3187;0.279254;311.3187;81.87889;630.9688;4.525285;311.3354;1.554105;311.3354;101.4268;641.2354;1131.613;311.3354;1.080476;311.3354;89.66309;630.8688;38.15534;311.3354;1.000118;311.3354;89.835;631.3354;56.37917;311.352;1.385192;311.352;89.23665;630.7854;84.41033
320.6687;0.2564065;320.6687;83.82806;641.0521;4.373098;320.652;0.2545962;320.652;83.28638;641.1521;3.716528;320.652;0.2712601;320.652;81.85618;640.9688;3.736759;320.652;1.551483;320.652;101.2711;651.2521;1402.872;320.652;1.078192;320.652;89.46169;640.8688;38.30022;320.652;0.9988428;320.652;89.79173;641.3354;54.34431;320.652;1.387504;320.652;89.20277;640.7854;78.31334
321.3187;0.2559886;321.3187;84.01569;651.0521;3.921987;321.3187;0.2541342;321.3187;83.41899;651.1521;4.057662;321.3354;0.2692141;321.3354;81.94884;650.9688;3.357646;321.3354;1.551784;321.3354;101.4884;661.2521;2455.052;321.3354;1.080328;321.3354;89.60931;650.8688;37.98238;321.352;0.9995618;321.352;89.82827;651.3354;56.85338;321.352;1.390329;321.352;89.25742;650.7854;80.54349
330.6687;0.256421;330.6687;83.85448;661.0521;3.890493;330.6687;0.2545754;330.6687;83.29449;661.1521;3.670661;330.6687;0.2714755;330.6687;81.8803;660.9688;3.688976;330.652;1.553113;330.652;101.3757;671.2521;1600.153;330.652;1.079296;330.652;89.57037;660.8688;38.04227;330.652;0.9997844;330.652;89.80626;661.3354;55.51796;330.652;1.389793;330.652;88.99089;660.7854;82.32728
331.3187;0.2562982;331.3187;83.99847;671.0687;3.9164;331.3187;0.2556414;331.3187;83.44299;671.1521;4.037526;331.3354;0.2697576;331.3354;81.9558;670.9688;2.783515;331.3354;1.55314;331.3354;101.4121;681.2354;1872.665;331.3354;1.081565;331.3354;89.61153;670.8854;37.98417;331.352;1.000694;331.352;89.9168;671.3354;55.48819;331.352;1.387891;331.352;89.0769;670.7854;78.3088
340.6687;0.2552998;340.6687;83.88461;681.0521;3.781745;340.6687;0.2558656;340.6687;83.37084;681.1521;3.946364;340.6687;0.2710541;340.6687;81.8648;680.9521;3.317433;340.6687;1.555071;340.6687;101.274;691.2354;1332.993;340.6687;1.080778;340.6687;89.58315;680.8688;38.30364;340.652;0.9992167;340.652;89.88109;681.3354;55.24626;340.652;1.389863;340.652;88.83726;680.7687;84.87699
341.3187;0.2565253;341.3187;83.98537;691.0521;5.061134;341.3187;0.2544153;341.3187;83.45251;691.1521;3.623758;341.3354;0.2723772;341.3354;81.95768;690.9521;5.913124;341.3354;1.553937;341.3354;101.4799;701.2354;1358.584;341.3354;1.080329;341.3354;89.76257;690.8688;38.39405;341.352;0.9986802;341.352;89.93744;691.3354;55.05924;341.352;1.388302;341.352;88.83769;690.7687;79.21304
350.6687;0.2556166;350.6687;83.85382;701.0521;4.099569;350.6687;0.2553548;350.6687;83.3243;701.1521;4.176067;350.6687;0.2703036;350.6687;81.93014;700.9521;3.842587;350.6687;1.551617;350.6687;101.4441;711.2354;1594.92;350.6687;1.079558;350.6687;89.62166;700.8688;37.99679;350.6687;0.9994131;350.6687;89.84307;701.3354;56.58016;350.6687;1.387685;350.6687;88.9378;700.7687;74.10822
351.3187;0.2563748;351.3187;83.98006;711.0521;4.036355;351.3187;0.2539869;351.3187;83.43902;711.1521;4.637846;351.3354;0.2703005;351.3354;81.9712;710.9521;3.750311;351.3354;1.553358;351.3354;101.5417;721.2354;1107.168;351.3354;1.08068;351.3354;89.73346;710.8688;38.13968;351.352;0.9993862;351.352;89.97968;711.3354;56.2074;351.352;1.391929;351.352;89.22411;710.7687;82.01051
360.6687;0.2563893;360.6687;83.82104;721.0521;4.517547;360.6687;0.2554332;360.6687;83.34794;721.1521;4.346208;360.6687;0.2685128;360.6687;81.90129;720.9688;4.297959;360.6687;1.551677;360.6687;101.4074;731.2354;1181.348;360.6687;1.080019;360.6687;89.57462;720.8688;38.26249;360.6687;1.001366;360.6687;90.02601;721.3354;54.07707;360.6687;1.391225;360.6687;89.03967;720.7854;93.13339
361.3187;0.2563408;361.3187;83.95737;731.0521;4.216115;361.3354;0.2552817;361.3354;83.38819;731.1521;3.459522;361.3354;0.2704196;361.3354;82.00947;730.9688;4.739728;361.3354;1.557035;361.3354;101.5801;741.2354;1306.399;361.352;1.080085;361.352;89.6665;730.8688;38.26783;361.352;1.00002;361.352;89.99041;731.3354;56.39328;361.352;1.391101;361.352;89.14327;730.7854;89.98753
370.652;0.2556484;370.652;83.80807;741.0521;3.651589;370.652;0.2546431;370.652;83.28178;741.1521;4.043807;370.652;0.2716594;370.652;81.9141;740.9688;4.904174;370.652;1.554325;370.652;101.2495;751.2521;1097.581;370.652;1.080941;370.652;89.64194;740.8688;38.47477;370.652;1.000306;370.652;89.91367;741.3354;55.67286;370.652;1.39084;370.652;88.84338;740.7854;90.64433
371.302;0.2566694;371.302;83.91249;751.0521;3.813137;371.3187;0.2549561;371.3187;83.41277;751.1521;3.858033;371.3187;0.2703255;371.3187;81.92751;750.9688;1.287802;371.3187;1.552384;371.3187;101.1428;761.2521;2663.158;371.3354;1.081161;371.3354;89.82935;750.8688;38.47334;371.3354;1.001579;371.3354;90.03209;751.3354;55.4976;371.3354;1.391317;371.3354;88.78645;750.7854;88.43848
380.652;0.2561784;380.652;83.76214;761.0521;4.050604;380.652;0.2537853;380.652;83.28033;761.1521;4.127698;380.652;0.270541;380.652;81.78567;760.9688;5.333567;380.652;1.554354;380.652;101.1072;771.2521;1815.489;380.652;1.080482;380.652;89.66106;760.8688;37.83383;380.652;1.001831;380.652;89.83956;761.3354;57.74211;380.652;1.389076;380.652;88.72576;760.7854;83.97813
381.302;0.256677;381.302;83.91873;771.0687;4.12087;381.3187;0.2558589;381.3187;83.46066;771.1521;3.871088;381.3187;0.2711696;381.3187;81.89727;770.9688;2.517577;381.3187;1.553529;381.3187;101.1728;781.2354;3021.735;381.3354;1.080146;381.3354;89.82069;770.8854;37.52225;381.3354;0.999004;381.3354;90.04359;771.3354;58.16013;381.3354;1.38859;381.3354;88.79473;770.7854;83.37668
390.652;0.2562014;390.652;83.8951;781.0521;3.886492;390.652;0.255256;390.652;83.32415;781.1354;3.861533;390.652;0.2739974;390.652;81.78958;780.9521;1.678557;390.652;1.554575;390.652;101.18;791.2354;10970.11;390.652;1.08152;390.652;89.70248;780.8688;38.15569;390.652;1.0005;390.652;89.941;781.3187;57.98007;390.652;1.392953;390.652;88.72814;780.7687;83.52483
391.302;0.255729;391.302;83.9542;791.0521;6.049526;391.3187;0.2547822;391.3187;83.38713;791.1354;3.73721;391.3187;0.271489;391.3187;81.91357;790.9521;4.604423;391.3187;1.550638;391.3187;101.3339;801.2354;2630.157;391.3354;1.081823;391.3354;89.76701;790.8688;37.93983;391.3354;1.001894;391.3354;90.01871;791.3354;57.33113;391.3354;1.390471;391.3354;88.95415;790.7687;84.00226
400.652;0.2564385;400.652;83.88028;801.0521;3.789688;400.652;0.2541414;400.652;83.24732;801.1521;4.041344;400.652;0.2746431;400.652;81.81169;800.9521;1.771796;400.652;1.554069;400.652;101.2115;811.2354;2316.61;400.652;1.080954;400.652;89.6162;800.8688;38.34777;400.652;1.002253;400.652;90.02576;801.3354;57.84012;400.652;1.393859;400.652;88.75656;800.7687;90.1687
401.3187;0.2562848;401.3187;83.87175;811.0521;4.169102;401.3187;0.2553686;401.3187;83.3922;811.1521;48.87046;401.3187;0.2716995;401.3187;81.81541;810.9521;26950.11;401.3354;1.557146;401.3354;101.1949;821.2354;1655.857;401.3354;1.082356;401.3354;89.75962;810.8688;38.49051;401.3354;1.002364;401.3354;89.96302;811.3354;58.9591;401.352;1.389695;401.352;88.86929;810.7687;93.59212
410.652;0.2568724;410.652;83.54532;821.0521;4.522919;410.652;0.254642;410.652;83.2478;821.1521;4.506713;410.652;0.2716545;410.652;81.75938;820.9688;2.626101;410.652;1.553516;410.652;100.9837;831.2354;2175.224;410.652;1.081131;410.652;89.66869;820.8688;37.92143;410.652;1.000479;410.652;89.88007;821.3354;58.03345;410.652;1.396721;410.652;88.69917;820.7854;88.06296
411.3187;0.2563192;411.3187;83.48623;831.0521;4.118621;411.3187;0.2561404;411.3187;83.40643;831.1521;4.291707;411.3187;0.2707806;411.3187;81.81838;830.9688;4.6924;411.3354;1.553438;411.3354;100.8973;841.2354;1789.135;411.3354;1.080902;411.3354;89.81466;830.8688;38.00778;411.3354;1.003535;411.3354;90.01122;831.3354;58.50163;411.352;1.392917;411.352;88.94623;830.7854;88.40128
420.652;0.2565374;420.652;83.43188;841.0521;3.799313;420.652;0.2544876;420.652;83.29056;841.1521;3.632624;420.652;0.2696546;420.652;81.67287;840.9688;3.838447;420.652;1.552326;420.652;100.8605;851.2354;1991.82;420.652;1.079857;420.652;89.735;840.8688;38.20885;420.652;1.002251;420.652;89.93118;841.3354;58.72163;420.652;1.395909;420.652;88.72531;840.7854;95.32648
421.3187;0.2575043;421.3187;83.57301;851.0521;5.198659;421.3187;0.2562615;421.3187;83.4297;851.1521;4.767797;421.3187;0.2718107;421.3187;81.78735;850.9688;3.158761;421.3354;1.554783;421.3354;100.8232;861.2521;1778.67;421.3354;1.081096;421.3354;89.84954;850.8688;38.08305;421.3354;1.000718;421.3354;90.04134;851.3354;58.82597;421.352;1.397715;421.352;89.0296;850.7854;92.70907
430.652;0.2563002;430.652;83.54204;861.0521;4.400633;430.652;0.2551791;430.652;83.30468;861.1521;3.627545;430.652;0.2733751;430.652;81.6615;860.9688;2.681573;430.652;1.555045;430.652;100.8751;871.2521;1914.297;430.652;1.079963;430.652;89.63538;860.8688;38.16343;430.652;1.00267;430.652;89.95444;861.3354;56.62305;430.652;1.390778;430.652;88.81375;860.7854;91.78882
431.3187;0.2572058;431.3187;83.66592;871.0521;4.095075;431.3187;0.2546804;431.3187;83.38691;871.1521;4.01378;431.3187;0.2685767;431.3187;81.771;870.9688;4.101033;431.3354;1.555319;431.3354;100.9245;881.2521;1065.566;431.3354;1.082277;431.3354;89.81927;870.8688;37.8189;431.3354;1.002785;431.3354;90.1059;871.3354;59.4498;431.352;1.396702;431.352;88.98969;870.7854;87.57629
440.6687;0.2553512;440.6687;83.56721;881.0687;5.698842;440.652;0.2551909;440.652;83.19479;881.1521;4.165393;440.652;0.2724428;440.652;81.74371;880.9688;4.643489;440.652;1.556046;440.652;100.8633;891.2354;1617.719;440.652;1.080837;440.652;89.59933;880.8854;38.34027;440.652;1.002808;440.652;90.0082;881.3354;57.9911;440.652;1.395797;440.652;88.78175;880.7854;89.99572
441.3187;0.256397;441.3187;83.63538;891.0521;4.020614;441.3187;0.2557248;441.3187;83.36536;891.1354;5.028971;441.3354;0.2740157;441.3354;81.71658;890.9521;2.525472;441.3354;1.552095;441.3354;100.8806;901.2354;1917.909;441.3354;1.082535;441.3354;89.7752;890.8688;37.89272;441.352;1.005141;441.352;90.07492;891.3187;60.43552;441.352;1.395489;441.352;88.88127;890.7687;99.16119
450.6687;0.2566409;450.6687;83.43698;901.0521;3.821411;450.6687;0.25561;450.6687;83.16901;901.1354;4.077786;450.6687;0.2761153;450.6687;81.70783;900.9521;2.426347;450.652;1.556057;450.652;100.7734;911.2354;1549.673;450.652;1.081146;450.652;89.58672;900.8688;37.50119;450.652;1.004237;450.652;90.01318;901.3187;58.7768;450.652;1.396607;450.652;88.83462;900.7687;86.17831
451.3187;0.2569717;451.3187;83.48888;911.0521;3.734374;451.3187;0.2566355;451.3187;83.38194;911.1521;3.439124;451.3354;0.27006;451.3354;81.71167;910.9521;3.855832;451.3354;1.554605;451.3354;100.8188;921.2354;1783.944;451.3354;1.080321;451.3354;89.75333;910.8688;38.40135;451.352;1.003423;451.352;90.1219;911.3354;61.88803;451.352;1.39645;451.352;88.99104;910.7687;71.96643
460.6687;0.257033;460.6687;83.23112;921.0521;4.173186;460.6687;0.2555895;460.6687;83.25294;921.1521;3.637972;460.6687;0.2726826;460.6687;81.64391;920.9688;2.704054;460.6687;1.553707;460.6687;100.7436;931.2354;1802.498;460.652;1.078856;460.652;89.58823;920.8688;38.44511;460.652;1.003283;460.652;90.10549;921.3354;59.22361;460.652;1.398131;460.652;88.87475;920.7854;85.64849
461.3187;0.2566738;461.3187;83.30073;931.0521;4.248948;461.3187;0.2556432;461.3187;83.36571;931.1521;5.125325;461.3354;0.2716795;461.3354;81.76221;930.9688;2.933893;461.3354;1.556244;461.3354;100.9159;941.2354;1918.999;461.3354;1.078054;461.3354;89.78259;930.8688;38.79623;461.352;1.004014;461.352;90.16737;931.3354;57.3594;461.352;1.3944;461.352;89.09115;930.7854;94.35481
470.6687;0.2559921;470.6687;83.17475;941.0521;4.322076;470.6687;0.2549782;470.6687;83.2759;941.1521;5.741082;470.6687;0.2715724;470.6687;81.70487;940.9688;3.964262;470.6687;1.551432;470.6687;100.7958;951.2521;1872.63;470.6687;1.079915;470.6687;89.64346;940.8688;37.66507;470.6687;1.004957;470.6687;90.19357;941.3354;61.5491;470.6687;1.398377;470.6687;88.87916;940.7854;80.74437
471.3187;0.2567715;471.3187;83.31868;951.0521;4.018194;471.3187;0.2558844;471.3187;83.39309;951.1521;4.183861;471.3354;0.2709472;471.3354;81.70493;950.9688;3.299562;471.3354;1.553262;471.3354;100.9263;961.2521;2167.413;471.352;1.082449;471.352;89.81053;950.8688;38.46939;471.352;1.005488;471.352;90.27599;951.3354;60.44404;471.352;1.399205;471.352;89.1498;950.7854;99.35085
480.6687;0.2563739;480.6687;83.24505;961.0521;318.0181;480.6687;0.2561787;480.6687;83.26083;961.1521;4.245607;480.6687;0.2695092;480.6687;81.66237;960.9688;3.875796;480.6687;1.55495;480.6687;100.8291;971.2521;1760.671;480.6687;1.080832;480.6687;89.60491;960.8688;37.76189;480.6687;1.003404;480.6687;90.20295;961.3354;60.74275;480.6687;1.398699;480.6687;88.95945;960.7854;81.87827
481.3187;0.2570093;481.3187;83.37083;971.0521;4.68407;481.3354;0.2543617;481.3354;83.32751;971.1521;492.2895;481.3354;0.2743357;481.3354;81.71619;970.9688;2.466348;481.3354;1.559352;481.3354;100.8486;981.2521;1936.279;481.352;1.08164;481.352;89.71619;970.8688;37.99782;481.352;1.006251;481.352;90.27506;971.3354;59.80073;481.352;1.399927;481.352;89.06217;970.7854;84.14965
490.652;0.2566844;490.652;83.21066;981.0687;4.366549;490.652;0.2542582;490.652;83.16886;981.1521;4.708227;490.652;0.2715309;490.652;81.64228;980.9688;4.130946;490.652;1.556985;490.652;100.8058;991.2354;1912.396;490.652;1.081685;490.652;89.62791;980.8854;37.5084;490.652;1.006508;490.652;90.12679;981.3354;61.91366;490.652;1.399887;490.652;89.02154;980.7854;96.93565
491.302;0.2561159;491.302;83.36069;991.0521;3.896397;491.3187;0.2543692;491.3187;83.35685;991.1354;21.93186;491.3187;0.2715467;491.3187;81.66264;990.9521;3.276671;491.3187;1.554324;491.3187;100.8163;1001.235;1872.99;491.3354;1.080693;491.3354;89.80621;990.8688;38.27316;491.3354;1.008274;491.3354;90.07224;991.3187;63.09003;491.3354;1.403334;491.3354;89.11311;990.7687;84.14034
500.652;0.2562428;500.652;83.22028;1001.052;4.019847;500.652;0.2551008;500.652;83.20039;1001.135;3.823008;500.652;0.2720934;500.652;81.6153;1000.952;2.804323;500.652;1.558175;500.652;100.8443;1011.235;2002.476;500.652;1.080823;500.652;89.63908;1000.869;38.06541;500.652;1.006066;500.652;89.97517;1001.319;61.15421;500.652;1.401677;500.652;89.02609;1000.769;89.39786
501.302;0.2565012;501.302;83.33273;1011.052;4.159204;501.3187;0.2555336;501.3187;83.32427;1011.152;4.064443;501.3187;0.2737043;501.3187;81.69233;1010.952;4.162504;501.3187;1.55578;501.3187;100.8582;1021.235;1679.903;501.3354;1.08229;501.3354;89.8184;1010.869;37.76797;501.3354;1.00624;501.3354;89.9556;1011.335;60.71232;501.352;1.401123;501.352;89.20477;1010.769;93.70544
510.652;0.2569368;510.652;83.10651;1021.052;4.66877;510.652;0.255506;510.652;83.12533;1021.152;3.480349;510.652;0.2718423;510.652;81.58424;1020.969;2.284981;510.652;1.552751;510.652;100.7262;0;0;510.652;1.080204;510.652;89.4891;1020.869;37.5759;510.652;1.007767;510.652;89.94766;1021.335;61.43448;510.652;1.39996;510.652;89.04478;1020.769;90.38328
511.3187;0.2575817;511.3187;83.39212;0;0;511.3187;0.2545537;511.3187;83.4351;0;0;511.3187;0.2696958;511.3187;81.76017;0;0;511.3354;1.558166;511.3354;101.0108;0;0;511.3354;1.081382;511.3354;89.79572;0;0;511.3354;1.006819;511.3354;90.16239;0;0;511.352;1.402883;511.352;89.41709;0;0
520.652;0.2565464;520.652;83.15343;0;0;520.652;0.2569348;520.652;83.26971;0;0;520.652;0.2717157;520.652;81.75027;0;0;520.652;1.555829;520.652;100.7632;0;0;520.652;1.082134;520.652;89.56971;0;0;520.652;1.006307;520.652;90.1326;0;0;520.652;1.403356;520.652;89.22644;0;0
521.3187;0.2573443;521.3187;83.31599;0;0;521.3187;0.2546865;521.3187;83.38274;0;0;521.3187;0.2704291;521.3187;81.73925;0;0;521.3353;1.557408;521.3353;100.937;0;0;521.3353;1.080114;521.3353;89.77038;0;0;521.3353;1.007864;521.3353;90.29733;0;0;521.352;1.402346;521.352;89.36647;0;0
530.6687;0.2574133;530.6687;83.24166;0;0;530.652;0.2556586;530.652;83.25198;0;0;530.652;0.2716579;530.652;81.69866;0;0;530.652;1.55426;530.652;100.7279;0;0;530.652;1.081802;530.652;89.66022;0;0;530.652;1.007885;530.652;90.27515;0;0;530.652;1.402866;530.652;89.28268;0;0
531.3187;0.2571012;531.3187;83.21915;0;0;531.3187;0.255012;531.3187;83.34297;0;0;531.3353;0.2727495;531.3353;81.78761;0;0;531.3353;1.556761;531.3353;100.8478;0;0;531.3353;1.082811;531.3353;89.87298;0;0;531.352;1.007331;531.352;90.29937;0;0;531.352;1.402606;531.352;89.36523;0;0
540.6687;0.2565552;540.6687;83.19359;0;0;540.6687;0.2546433;540.6687;83.26794;0;0;540.652;0.2738803;540.652;81.58606;0;0;540.652;1.556528;540.652;100.7616;0;0;540.652;1.082138;540.652;89.75549;0;0;540.652;1.010102;540.652;90.20155;0;0;540.652;1.406882;540.652;89.33093;0;0
541.3187;0.2566603;541.3187;83.29942;0;0;541.3187;0.2557682;541.3187;83.33038;0;0;541.3353;0.2706979;541.3353;81.62488;0;0;541.3353;1.558712;541.3353;100.7775;0;0;541.3353;1.082594;541.3353;89.87369;0;0;541.352;1.007792;541.352;90.26582;0;0;541.352;1.40865;541.352;89.52448;0;0
550.6687;0.2576443;550.6687;83.13895;0;0;550.6687;0.2559671;550.6687;83.26656;0;0;550.6687;0.2722446;550.6687;81.46927;0;0;550.6687;1.556806;550.6687;100.7817;0;0;550.6687;1.081383;550.6687;89.67193;0;0;550.652;1.007884;550.652;90.1233;0;0;550.652;1.402897;550.652;89.36177;0;0
551.3187;0.2585062;551.3187;83.21706;0;0;551.3187;0.2561466;551.3187;83.38031;0;0;551.3353;0.2761322;551.3353;81.39814;0;0;551.3353;1.555355;551.3353;100.8507;0;0;551.3353;1.08387;551.3353;89.85391;0;0;551.352;1.010601;551.352;90.15504;0;0;551.352;1.407563;551.352;89.57878;0;0
560.6688;0.2571877;560.6688;83.13623;0;0;560.6688;0.2548993;560.6688;83.21901;0;0;560.6688;0.2752854;560.6688;81.42966;0;0;560.6688;1.555675;560.6688;100.768;0;0;560.6688;1.082414;560.6688;89.60954;0;0;560.6688;1.012135;560.6688;90.11254;0;0;560.6521;1.406979;560.6521;89.49442;0;0
561.3187;0.2569527;561.3187;83.21899;0;0;561.3187;0.2554744;561.3187;83.32512;0;0;561.3354;0.2692613;561.3354;81.37041;0;0;561.3354;1.557009;561.3354;100.8689;0;0;561.3354;1.081975;561.3354;89.9245;0;0;561.3521;1.009813;561.3521;90.09929;0;0;561.3521;1.408726;561.3521;89.68694;0;0
570.6688;0.2573137;570.6688;83.13303;0;0;570.6688;0.2553129;570.6688;83.17101;0;0;570.6688;0.271568;570.6688;81.46146;0;0;570.6688;1.555837;570.6688;100.7855;0;0;570.6688;1.081295;570.6688;89.64065;0;0;570.6688;1.00898;570.6688;90.12206;0;0;570.6521;1.408331;570.6521;89.58934;0;0
571.3187;0.2577737;571.3187;83.33041;0;0;571.3354;0.2556345;571.3354;83.38667;0;0;571.3354;0.273657;571.3354;81.54388;0;0;571.3354;1.555009;571.3354;100.8868;0;0;571.3521;1.082789;571.3521;90.00914;0;0;571.3521;1.010894;571.3521;90.19727;0;0;571.3521;1.412485;571.3521;89.73473;0;0
580.6521;0.2577045;580.6521;83.15311;0;0;580.6521;0.2558463;580.6521;83.22385;0;0;580.6521;0.2688297;580.6521;81.56148;0;0;580.6521;1.555118;580.6521;100.7852;0;0;580.6521;1.082161;580.6521;89.73216;0;0;580.6521;1.013699;580.6521;90.22007;0;0;580.6521;1.414341;580.6521;89.69939;0;0
581.3021;0.2579343;581.3021;83.38651;0;0;581.3187;0.2560036;581.3187;83.38229;0;0;581.3187;0.2721167;581.3187;81.62885;0;0;581.3187;1.554643;581.3187;100.8952;0;0;581.3354;1.083429;581.3354;89.94341;0;0;581.3354;1.01096;581.3354;90.22839;0;0;581.3354;1.409953;581.3354;89.83067;0;0
590.6521;0.2576201;590.6521;83.12742;0;0;590.6521;0.2568101;590.6521;83.26571;0;0;590.6521;0.2719448;590.6521;81.53005;0;0;590.6521;1.553543;590.6521;100.7815;0;0;590.6521;1.082112;590.6521;89.88648;0;0;590.6521;1.013112;590.6521;90.25986;0;0;590.6521;1.412862;590.6521;89.75889;0;0
591.3021;0.2577336;591.3021;83.3656;0;0;591.3187;0.2566498;591.3187;83.40678;0;0;591.3187;0.2723051;591.3187;81.63328;0;0;591.3187;1.554149;591.3187;100.8939;0;0;591.3354;1.081815;591.3354;89.98102;0;0;591.3354;1.010336;591.3354;90.29678;0;0;591.3354;1.411554;591.3354;89.95813;0;0
600.6521;0.2581564;600.6521;83.18755;0;0;600.6521;0.2563937;600.6521;83.33505;0;0;600.6521;0.2706442;600.6521;81.48539;0;0;600.6521;1.55535;600.6521;100.7549;0;0;600.6521;1.080125;600.6521;89.7595;0;0;600.6521;1.01625;600.6521;90.29911;0;0;600.6521;1.417311;600.6521;89.83176;0;0
